,NP_Synthesis,shape,method,Bacteria,NP size_min (nm),NP size_max (nm),MDR,MIC_NP (μg/ml),time (hr),Superkingdom,Phylum,Class,Order,Family,Genus,Species,bac_type,gram,"min_Incub_period, h","avg_Incub_period, h","max_Incub_period, h","growth_temp, C ",biosafety_level
872,Green synthesis using bacterial isolate NMS-1 (Bacillus subtilis),cubic,MIC,Candida albicans,10.0,20.0,0.0,12.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,30.0,2
873,Green synthesis using bacterial isolate NMS-1 (Bacillus subtilis),cubic,MIC,Candida albicans,10.0,20.0,0.0,12.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
874,Green synthesis using bacterial isolate NMS-1 (Bacillus subtilis),cubic,MIC,Candida albicans,10.0,20.0,0.0,12.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,37.0,2
875,Green synthesis using bacterial isolate NMS-1 (Bacillus subtilis),cubic,MIC,Candida albicans,10.0,20.0,0.0,12.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,31.0,2
876,Green synthesis using bacterial isolate NMS-1 (Bacillus subtilis),cubic,MIC,Candida albicans,10.0,20.0,0.0,12.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
877,Green synthesis using bacterial isolate NMS-1 (Bacillus subtilis),cubic,MIC,Candida albicans,10.0,20.0,0.0,12.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
878,Green synthesis using bacterial isolate NMS-1 (Bacillus subtilis),cubic,MBC,Candida albicans,10.0,20.0,0.0,25.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
879,Green synthesis using bacterial isolate NMS-1 (Bacillus subtilis),cubic,MBC,Candida albicans,10.0,20.0,0.0,25.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,18.0,24.0,48.0,33.5,2
880,Green synthesis using bacterial isolate NMS-1 (Bacillus subtilis),cubic,MBC,Candida albicans,10.0,20.0,0.0,25.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,30.0,2
881,Green synthesis using bacterial isolate NMS-1 (Bacillus subtilis),cubic,MBC,Candida albicans,10.0,20.0,0.0,25.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
882,Green synthesis using bacterial isolate NMS-1 (Bacillus subtilis),cubic,MBC,Candida albicans,10.0,20.0,0.0,25.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,37.0,2
883,Green synthesis using bacterial isolate NMS-1 (Bacillus subtilis),cubic,MBC,Candida albicans,10.0,20.0,0.0,25.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,31.0,2
884,Green synthesis using bacterial isolate NMS-1 (Bacillus subtilis),cubic,MBC,Candida albicans,10.0,20.0,0.0,25.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
885,Green synthesis using bacterial isolate NMS-1 (Bacillus subtilis),cubic,MBC,Candida albicans,10.0,20.0,0.0,25.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
886,Chemical synthesis using PVA coating,spherical,MIC,Candida albicans,4.0,11.0,0.0,27.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
887,Chemical synthesis using PVA coating,spherical,MIC,Candida albicans,4.0,11.0,0.0,27.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,18.0,24.0,48.0,33.5,2
888,Chemical synthesis using PVA coating,spherical,MIC,Candida albicans,4.0,11.0,0.0,27.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,30.0,2
889,Chemical synthesis using PVA coating,spherical,MIC,Candida albicans,4.0,11.0,0.0,27.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
890,Chemical synthesis using PVA coating,spherical,MIC,Candida albicans,4.0,11.0,0.0,27.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,37.0,2
891,Chemical synthesis using PVA coating,spherical,MIC,Candida albicans,4.0,11.0,0.0,27.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,31.0,2
892,Chemical synthesis using PVA coating,spherical,MIC,Candida albicans,4.0,11.0,0.0,27.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
893,Chemical synthesis using PVA coating,spherical,MIC,Candida albicans,4.0,11.0,0.0,27.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
894,"Chemical synthesis, purchased from Nano-world Company",spherical,MIC,Candida albicans,30.0,50.0,0.0,2.82,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
895,"Chemical synthesis, purchased from Nano-world Company",spherical,MIC,Candida albicans,30.0,50.0,0.0,2.82,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,18.0,24.0,48.0,33.5,2
896,"Chemical synthesis, purchased from Nano-world Company",spherical,MIC,Candida albicans,30.0,50.0,0.0,2.82,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,30.0,2
897,"Chemical synthesis, purchased from Nano-world Company",spherical,MIC,Candida albicans,30.0,50.0,0.0,2.82,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
898,"Chemical synthesis, purchased from Nano-world Company",spherical,MIC,Candida albicans,30.0,50.0,0.0,2.82,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,37.0,2
899,"Chemical synthesis, purchased from Nano-world Company",spherical,MIC,Candida albicans,30.0,50.0,0.0,2.82,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,31.0,2
900,"Chemical synthesis, purchased from Nano-world Company",spherical,MIC,Candida albicans,30.0,50.0,0.0,2.82,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
901,"Chemical synthesis, purchased from Nano-world Company",spherical,MIC,Candida albicans,30.0,50.0,0.0,2.82,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
902,"Chemical synthesis, purchased from Nano-world Company",spherical,MBC,Candida albicans,30.0,50.0,0.0,48.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
903,"Chemical synthesis, purchased from Nano-world Company",spherical,MBC,Candida albicans,30.0,50.0,0.0,48.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,18.0,24.0,48.0,33.5,2
904,"Chemical synthesis, purchased from Nano-world Company",spherical,MBC,Candida albicans,30.0,50.0,0.0,48.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,30.0,2
905,"Chemical synthesis, purchased from Nano-world Company",spherical,MBC,Candida albicans,30.0,50.0,0.0,48.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
906,"Chemical synthesis, purchased from Nano-world Company",spherical,MBC,Candida albicans,30.0,50.0,0.0,48.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,37.0,2
907,"Chemical synthesis, purchased from Nano-world Company",spherical,MBC,Candida albicans,30.0,50.0,0.0,48.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,31.0,2
908,"Chemical synthesis, purchased from Nano-world Company",spherical,MBC,Candida albicans,30.0,50.0,0.0,48.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
909,"Chemical synthesis, purchased from Nano-world Company",spherical,MBC,Candida albicans,30.0,50.0,0.0,48.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
910,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
911,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,18.0,24.0,48.0,33.5,2
912,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,30.0,2
913,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
914,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,37.0,2
915,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,31.0,2
916,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
917,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
918,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
919,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,18.0,24.0,48.0,33.5,2
920,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,30.0,2
921,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
922,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,37.0,2
923,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,31.0,2
924,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
925,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
926,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
927,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,18.0,24.0,48.0,33.5,2
928,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,30.0,2
929,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
930,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,37.0,2
931,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,31.0,2
932,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
933,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
934,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
935,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,18.0,24.0,48.0,33.5,2
936,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,30.0,2
937,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
938,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,37.0,2
939,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,31.0,2
940,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
941,Green synthesis using Agrimonia eupatoria L.,cubic,MIC,Candida albicans,5.0,100.0,0.0,625.0,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
942,Green synthesis using Medicago sativa,spherical,MIC,Candida albicans,20.0,50.0,0.0,31.25,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
943,Green synthesis using Medicago sativa,spherical,MIC,Candida albicans,20.0,50.0,0.0,31.25,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,18.0,24.0,48.0,33.5,2
944,Green synthesis using Medicago sativa,spherical,MIC,Candida albicans,20.0,50.0,0.0,31.25,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,30.0,2
945,Green synthesis using Medicago sativa,spherical,MIC,Candida albicans,20.0,50.0,0.0,31.25,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
946,Green synthesis using Medicago sativa,spherical,MIC,Candida albicans,20.0,50.0,0.0,31.25,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,37.0,2
947,Green synthesis using Medicago sativa,spherical,MIC,Candida albicans,20.0,50.0,0.0,31.25,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,31.0,2
948,Green synthesis using Medicago sativa,spherical,MIC,Candida albicans,20.0,50.0,0.0,31.25,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
949,Green synthesis using Medicago sativa,spherical,MIC,Candida albicans,20.0,50.0,0.0,31.25,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
950,Green synthesis using Medicago sativa,spherical,MFC,Candida albicans,20.0,50.0,0.0,31.25,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
951,Green synthesis using Medicago sativa,spherical,MFC,Candida albicans,20.0,50.0,0.0,31.25,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,18.0,24.0,48.0,33.5,2
952,Green synthesis using Medicago sativa,spherical,MFC,Candida albicans,20.0,50.0,0.0,31.25,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,30.0,2
953,Green synthesis using Medicago sativa,spherical,MFC,Candida albicans,20.0,50.0,0.0,31.25,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
954,Green synthesis using Medicago sativa,spherical,MFC,Candida albicans,20.0,50.0,0.0,31.25,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,37.0,2
955,Green synthesis using Medicago sativa,spherical,MFC,Candida albicans,20.0,50.0,0.0,31.25,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,31.0,2
956,Green synthesis using Medicago sativa,spherical,MFC,Candida albicans,20.0,50.0,0.0,31.25,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
957,Green synthesis using Medicago sativa,spherical,MFC,Candida albicans,20.0,50.0,0.0,31.25,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
958,Green synthesis using  Astragalus sarcocolla,spherical,MIC,Candida albicans,14.36,17.16,0.0,62.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
959,Green synthesis using  Astragalus sarcocolla,spherical,MIC,Candida albicans,14.36,17.16,0.0,62.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,18.0,24.0,48.0,33.5,2
960,Green synthesis using  Astragalus sarcocolla,spherical,MIC,Candida albicans,14.36,17.16,0.0,62.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,30.0,2
961,Green synthesis using  Astragalus sarcocolla,spherical,MIC,Candida albicans,14.36,17.16,0.0,62.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
962,Green synthesis using  Astragalus sarcocolla,spherical,MIC,Candida albicans,14.36,17.16,0.0,62.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,37.0,2
963,Green synthesis using  Astragalus sarcocolla,spherical,MIC,Candida albicans,14.36,17.16,0.0,62.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,31.0,2
964,Green synthesis using  Astragalus sarcocolla,spherical,MIC,Candida albicans,14.36,17.16,0.0,62.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
965,Green synthesis using  Astragalus sarcocolla,spherical,MIC,Candida albicans,14.36,17.16,0.0,62.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,34.0,2
966,Green synthesis using  Astragalus sarcocolla,spherical,MBC,Candida albicans,14.36,17.16,0.0,62.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,33.5,2
967,Green synthesis using  Astragalus sarcocolla,spherical,MBC,Candida albicans,14.36,17.16,0.0,62.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,18.0,24.0,48.0,33.5,2
968,Green synthesis using  Astragalus sarcocolla,spherical,MBC,Candida albicans,14.36,17.16,0.0,62.5,24.0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,24.0,48.0,72.0,30.0,2
